gene_symbol,study
AC090505.2,Eichstaedt2014
AC090505.6,Eichstaedt2014
FAM43A,Eichstaedt2014
AC090505.5,Eichstaedt2014
PTN,Eichstaedt2014
AC009264.1,Eichstaedt2014
AC009517.2,Eichstaedt2014
SNORD81,Eichstaedt2014
C6orf174,Eichstaedt2014
RP11-325O24.2,Eichstaedt2014
RP11-325O24.1,Eichstaedt2014
RP11-151M7.1,Eichstaedt2014
RP3-403A15.5,Eichstaedt2014
C6orf58,Eichstaedt2014
TSHZ3,Eichstaedt2014
MARK2,Eichstaedt2014
COX8A,Eichstaedt2014
CBS,Eichstaedt2014
PRKG1,Eichstaedt2014
FOXO1,Eichstaedt2014
UBE2D3,Eichstaedt2014
SOD1,Eichstaedt2014
GNGT1,Eichstaedt2014
AS3MT,Eichstaedt2014
ASH1L,Eichstaedt2014
C10orf26,Eichstaedt2014
C10orf32,Eichstaedt2014
CCT4,Eichstaedt2014
CLK2,Eichstaedt2014
CNNM2,Eichstaedt2014
CYP17A1,Eichstaedt2014
ELTD1,Eichstaedt2014
FAM189B,Eichstaedt2014
FDPS,Eichstaedt2014
GRHL1,Eichstaedt2014
HCN3,Eichstaedt2014
HDLBP,Eichstaedt2014
MSTO1,Eichstaedt2014
PKLR,Eichstaedt2014
RUSC1,Eichstaedt2014
SCAMP3,Eichstaedt2014
SUCLG2,Eichstaedt2014
TACR3,Eichstaedt2014
TAF1B,Eichstaedt2014
ZC3H11A,Eichstaedt2014
RP11-223D18.1,Eichstaedt2014
U4,Eichstaedt2014
AC084082.3,Eichstaedt2014
ACY3,Eichstaedt2014
ALDH3B2,Eichstaedt2014
ATG2B,Eichstaedt2014
ATP2B4,Eichstaedt2014
BDKRB1,Eichstaedt2014
BDKRB2,Eichstaedt2014
C11orf86,Eichstaedt2014
C1R,Eichstaedt2014
C1RL,Eichstaedt2014
CACNA1B,Eichstaedt2014
CLSTN3,Eichstaedt2014
CRH,Eichstaedt2014
CSF3R,Eichstaedt2014
DNAJC5B,Eichstaedt2014
FREM2,Eichstaedt2014
HFM1,Eichstaedt2014
IGF1,Eichstaedt2014
MRPS15,Eichstaedt2014
OSCP1,Eichstaedt2014
PC,Eichstaedt2014
RBP5,Eichstaedt2014
RP11-404P21.6,Eichstaedt2014
RP11-404P21.8,Eichstaedt2014
SYT12,Eichstaedt2014
TBX10,Eichstaedt2014
TRIM55,Eichstaedt2014
PRKAA2,Eichstaedt2014
AGTRAP,Eichstaedt2014
ANP32D,Eichstaedt2014
ARID1B,Eichstaedt2014
ARNT2,Eichstaedt2014
ATP1A2,Eichstaedt2014
C12orf54,Eichstaedt2014
CDH1,Eichstaedt2014
CNNM1,Eichstaedt2014
EGLN2,Eichstaedt2014
IGFBP2,Eichstaedt2014
SATB1,Eichstaedt2014
SPRY2,Eichstaedt2014
ACACB,Eichstaedt2015
AP1S1,Eichstaedt2015
CHKA,Eichstaedt2015
FOXN4,Eichstaedt2015
MUC12,Eichstaedt2015
MUC17,Eichstaedt2015
MUC3A,Eichstaedt2015
NDUFS8,Eichstaedt2015
SERPINE1,Eichstaedt2015
TCIRG1,Eichstaedt2015
TRIM56 ,Eichstaedt2015
PRKG1,Eichstaedt2015
CBS,Eichstaedt2015
EPO,Eichstaedt2015
ACE,Eichstaedt2015apriori
ACE2,Eichstaedt2015apriori
ADAM8,Eichstaedt2015apriori
AGAP3,Eichstaedt2015apriori
AGT,Eichstaedt2015apriori
AJUBA,Eichstaedt2015apriori
AKR1C3,Eichstaedt2015apriori
AKT1,Eichstaedt2015apriori
ANGPT4,Eichstaedt2015apriori
ANKRD1,Eichstaedt2015apriori
ANPEP,Eichstaedt2015apriori
ANXA1,Eichstaedt2015apriori
APEX1,Eichstaedt2015apriori
APOA4,Eichstaedt2015apriori
AQP1,Eichstaedt2015apriori
ARG1,Eichstaedt2015apriori
ARNT,Eichstaedt2015apriori
ATP6AP2,Eichstaedt2015apriori
ATP7A,Eichstaedt2015apriori
BACH1,Eichstaedt2015apriori
BAD,Eichstaedt2015apriori
BBC3,Eichstaedt2015apriori
BMP7,Eichstaedt2015apriori
BNIP3,Eichstaedt2015apriori
CA9,Eichstaedt2015apriori
CAT,Eichstaedt2015apriori
CBS,Eichstaedt2015apriori
CCNB1,Eichstaedt2015apriori
CCS,Eichstaedt2015apriori
CD34,Eichstaedt2015apriori
CD36,Eichstaedt2015apriori
CDK1,Eichstaedt2015apriori
CDK2,Eichstaedt2015apriori
CITED2,Eichstaedt2015apriori
CMA1,Eichstaedt2015apriori
CPA3,Eichstaedt2015apriori
CREBBP,Eichstaedt2015apriori
CRYGD,Eichstaedt2015apriori
CST3,Eichstaedt2015apriori
CTSD,Eichstaedt2015apriori
CTSG,Eichstaedt2015apriori
CTSZ,Eichstaedt2015apriori
CUL2,Eichstaedt2015apriori
DPEP1,Eichstaedt2015apriori
DUOX1,Eichstaedt2015apriori
DUOX2,Eichstaedt2015apriori
E2F1,Eichstaedt2015apriori
ECT2,Eichstaedt2015apriori
EGLN1,Eichstaedt2015apriori
EGLN2,Eichstaedt2015apriori
EGLN3,Eichstaedt2015apriori
EGR1,Eichstaedt2015apriori
ENPEP,Eichstaedt2015apriori
EP300,Eichstaedt2015apriori
EPAS1,Eichstaedt2015apriori
EPO,Eichstaedt2015apriori
EPX,Eichstaedt2015apriori
ETS1,Eichstaedt2015apriori
FABP1,Eichstaedt2015apriori
FAM162A,Eichstaedt2015apriori
FANCC,Eichstaedt2015apriori
FBLN5,Eichstaedt2015apriori
FER,Eichstaedt2015apriori
FIGF,Eichstaedt2015apriori
FLT1,Eichstaedt2015apriori
FLT4,Eichstaedt2015apriori
FMN2,Eichstaedt2015apriori
FNDC1,Eichstaedt2015apriori
FOS,Eichstaedt2015apriori
FOXO1,Eichstaedt2015apriori
FXN,Eichstaedt2015apriori
GATA6,Eichstaedt2015apriori
GNB1,Eichstaedt2015apriori
GNGT1,Eichstaedt2015apriori
GPX1,Eichstaedt2015apriori
GPX3,Eichstaedt2015apriori
GUCY1A2,Eichstaedt2015apriori
GUCY1A3,Eichstaedt2015apriori
GUCY1B2,Eichstaedt2015apriori
GUCY1B3,Eichstaedt2015apriori
GZMH,Eichstaedt2015apriori
HBA1,Eichstaedt2015apriori
HBB,Eichstaedt2015apriori
HDAC6,Eichstaedt2015apriori
HGF,Eichstaedt2015apriori
HIF1A,Eichstaedt2015apriori
HIF1AN,Eichstaedt2015apriori
HIF3A,Eichstaedt2015apriori
HIPK2,Eichstaedt2015apriori
HMOX1,Eichstaedt2015apriori
HP,Eichstaedt2015apriori
ICAM1,Eichstaedt2015apriori
IL18,Eichstaedt2015apriori
IL18BP,Eichstaedt2015apriori
IL6,Eichstaedt2015apriori
IRAK1,Eichstaedt2015apriori
IREB2,Eichstaedt2015apriori
ITPR1,Eichstaedt2015apriori
KCNK3,Eichstaedt2015apriori
KCNMA1,Eichstaedt2015apriori
KCNMB1,Eichstaedt2015apriori
KCNMB2,Eichstaedt2015apriori
KCNMB3,Eichstaedt2015apriori
KCNMB4,Eichstaedt2015apriori
KDR,Eichstaedt2015apriori
KLF2,Eichstaedt2015apriori
LCN2,Eichstaedt2015apriori
LMNA,Eichstaedt2015apriori
LPO,Eichstaedt2015apriori
MAP3K5,Eichstaedt2015apriori
MAPK7,Eichstaedt2015apriori
MDM2,Eichstaedt2015apriori
MDM4,Eichstaedt2015apriori
MET,Eichstaedt2015apriori
MGARP,Eichstaedt2015apriori
MME,Eichstaedt2015apriori
MPO,Eichstaedt2015apriori
MPV17,Eichstaedt2015apriori
MRVI1,Eichstaedt2015apriori
MT3,Eichstaedt2015apriori
MTOR,Eichstaedt2015apriori
MYOCD,Eichstaedt2015apriori
NDRG1,Eichstaedt2015apriori
NET1,Eichstaedt2015apriori
NFE2L2,Eichstaedt2015apriori
NKX3?1,Eichstaedt2015apriori
NOS1,Eichstaedt2015apriori
NOS2,Eichstaedt2015apriori
NOS3,Eichstaedt2015apriori
NOTCH1,Eichstaedt2015apriori
NPEPPS,Eichstaedt2015apriori
NRP1,Eichstaedt2015apriori
NRP2,Eichstaedt2015apriori
PARK7,Eichstaedt2015apriori
PAX2,Eichstaedt2015apriori
PDE10A,Eichstaedt2015apriori
PDE11A,Eichstaedt2015apriori
PDE1A,Eichstaedt2015apriori
PDE1B,Eichstaedt2015apriori
PDE2A,Eichstaedt2015apriori
PDE3A,Eichstaedt2015apriori
PDE3B,Eichstaedt2015apriori
PDE5A,Eichstaedt2015apriori
PDE6A,Eichstaedt2015apriori
PDE6B,Eichstaedt2015apriori
PDE6G,Eichstaedt2015apriori
PDE9A,Eichstaedt2015apriori
PDGFC,Eichstaedt2015apriori
PDIA2,Eichstaedt2015apriori
PDK1,Eichstaedt2015apriori
PDK2,Eichstaedt2015apriori
PDK3,Eichstaedt2015apriori
PGF,Eichstaedt2015apriori
PKD2,Eichstaedt2015apriori
PLEKHA1,Eichstaedt2015apriori
PLK3,Eichstaedt2015apriori
PMAIP1,Eichstaedt2015apriori
PPARGC1B,Eichstaedt2015apriori
PPIF,Eichstaedt2015apriori
PRDX1,Eichstaedt2015apriori
PRDX2,Eichstaedt2015apriori
PRDX3,Eichstaedt2015apriori
PRDX5,Eichstaedt2015apriori
PRDX6,Eichstaedt2015apriori
PRKAA1,Eichstaedt2015apriori
PRKCE,Eichstaedt2015apriori
PRKG1,Eichstaedt2015apriori
PRKG2,Eichstaedt2015apriori
PTGIS,Eichstaedt2015apriori
PTGS2,Eichstaedt2015apriori
PTPRK,Eichstaedt2015apriori
PXDN,Eichstaedt2015apriori
PXDNL,Eichstaedt2015apriori
PXN,Eichstaedt2015apriori
RBX1,Eichstaedt2015apriori
REN,Eichstaedt2015apriori
RGCC,Eichstaedt2015apriori
RHOB,Eichstaedt2015apriori
ROMO1,Eichstaedt2015apriori
RPS27A,Eichstaedt2015apriori
S100B,Eichstaedt2015apriori
SFRP1,Eichstaedt2015apriori
SFTPC,Eichstaedt2015apriori
SIRT1,Eichstaedt2015apriori
SLC29A1,Eichstaedt2015apriori
SLC8A1,Eichstaedt2015apriori
SOD1,Eichstaedt2015apriori
SOD2,Eichstaedt2015apriori
SOD3,Eichstaedt2015apriori
STC1,Eichstaedt2015apriori
STC2,Eichstaedt2015apriori
TCEB1,Eichstaedt2015apriori
TCEB2,Eichstaedt2015apriori
TNFAIP3,Eichstaedt2015apriori
TP53,Eichstaedt2015apriori
TPM1,Eichstaedt2015apriori
TPO,Eichstaedt2015apriori
TWIST1,Eichstaedt2015apriori
TXNRD1,Eichstaedt2015apriori
UBA52,Eichstaedt2015apriori
UBB,Eichstaedt2015apriori
UBC,Eichstaedt2015apriori
UBE2D1,Eichstaedt2015apriori
UBE2D2,Eichstaedt2015apriori
UBE2D3,Eichstaedt2015apriori
UBQLN1,Eichstaedt2015apriori
UCN2,Eichstaedt2015apriori
UCN3,Eichstaedt2015apriori
USP19,Eichstaedt2015apriori
VEGFA,Eichstaedt2015apriori
VEGFB,Eichstaedt2015apriori
VEGFC,Eichstaedt2015apriori
VHL ,Eichstaedt2015apriori
CCDC4,Alkorta.Aranburu2012
COPB2,Alkorta.Aranburu2012
HGF,Alkorta.Aranburu2012
IRX5,Alkorta.Aranburu2012
MAPK4,Alkorta.Aranburu2012
ME2,Alkorta.Aranburu2012
MRO,Alkorta.Aranburu2012
MRPS22,Alkorta.Aranburu2012
RORA,Alkorta.Aranburu2012
SLC30A9,Alkorta.Aranburu2012
COL6A2,Alkorta.Aranburu2012
FTCD,Alkorta.Aranburu2012
C21orf,Alkorta.Aranburu2012
56,Alkorta.Aranburu2012
COL6A1,Alkorta.Aranburu2012
ACAN,Alkorta.Aranburu2012
ADAL,Alkorta.Aranburu2012
ADAM17,Alkorta.Aranburu2012
AKAP13,Alkorta.Aranburu2012
APOBEC4,Alkorta.Aranburu2012
APOH,Alkorta.Aranburu2012
AQR,Alkorta.Aranburu2012
ATF7,Alkorta.Aranburu2012
C13orf27,Alkorta.Aranburu2012
C1QL3,Alkorta.Aranburu2012
C3orf22,Alkorta.Aranburu2012
C6orf142,Alkorta.Aranburu2012
C6orf146,Alkorta.Aranburu2012
C9orf3,Alkorta.Aranburu2012
C9orf32,Alkorta.Aranburu2012
CAPZA3,Alkorta.Aranburu2012
CCDC141,Alkorta.Aranburu2012
CCDC46,Alkorta.Aranburu2012
CD37,Alkorta.Aranburu2012
CDK5R1,Alkorta.Aranburu2012
CENPP,Alkorta.Aranburu2012
CPT1C,Alkorta.Aranburu2012
CRMP1,Alkorta.Aranburu2012
CRYZ,Alkorta.Aranburu2012
CTDSPL,Alkorta.Aranburu2012
CYP7B1,Alkorta.Aranburu2012
CYTL1,Alkorta.Aranburu2012
DKFZP434H168,Alkorta.Aranburu2012
EDG6,Alkorta.Aranburu2012
EFCAB4B,Alkorta.Aranburu2012
ELK4,Alkorta.Aranburu2012
FAM122A,Alkorta.Aranburu2012
FAM46C,Alkorta.Aranburu2012
FKSG83,Alkorta.Aranburu2012
FLJ32658,Alkorta.Aranburu2012
GCNT1,Alkorta.Aranburu2012
GGT6,Alkorta.Aranburu2012
GOPC,Alkorta.Aranburu2012
GPR65,Alkorta.Aranburu2012
GSC,Alkorta.Aranburu2012
HAPLN3,Alkorta.Aranburu2012
HISPPD2A,Alkorta.Aranburu2012
HP,Alkorta.Aranburu2012
HYPK,Alkorta.Aranburu2012
IDH3A,Alkorta.Aranburu2012
IGF2R,Alkorta.Aranburu2012
IQCJ,Alkorta.Aranburu2012
JPH1,Alkorta.Aranburu2012
KCNJ1,Alkorta.Aranburu2012
KCNMB4,Alkorta.Aranburu2012
KIAA1217,Alkorta.Aranburu2012
LAMB3,Alkorta.Aranburu2012
LOC283050,Alkorta.Aranburu2012
LOC340286,Alkorta.Aranburu2012
LOC388272,Alkorta.Aranburu2012
LOC646982,Alkorta.Aranburu2012
MDK,Alkorta.Aranburu2012
MFGE8,Alkorta.Aranburu2012
MRGPRX4,Alkorta.Aranburu2012
MS4A2,Alkorta.Aranburu2012
MTMR12,Alkorta.Aranburu2012
MX2,Alkorta.Aranburu2012
MYBPC1,Alkorta.Aranburu2012
NAT5,Alkorta.Aranburu2012
NEIL2,Alkorta.Aranburu2012
NEURL,Alkorta.Aranburu2012
OR51B5,Alkorta.Aranburu2012
PDPN,Alkorta.Aranburu2012
PIGG,Alkorta.Aranburu2012
POU5F1P1,Alkorta.Aranburu2012
PSMA7,Alkorta.Aranburu2012
PSMD6,Alkorta.Aranburu2012
RABL2A,Alkorta.Aranburu2012
RBM44,Alkorta.Aranburu2012
RFK,Alkorta.Aranburu2012
RHOV,Alkorta.Aranburu2012
RRH,Alkorta.Aranburu2012
SAR1B,Alkorta.Aranburu2012
SEC63,Alkorta.Aranburu2012
SERF2,Alkorta.Aranburu2012
SERINC2,Alkorta.Aranburu2012
SH3PXD2A,Alkorta.Aranburu2012
SLC26A5,Alkorta.Aranburu2012
SLC6A16,Alkorta.Aranburu2012
SNCA,Alkorta.Aranburu2012
SNORD119,Alkorta.Aranburu2012
SNUPN,Alkorta.Aranburu2012
SRGN,Alkorta.Aranburu2012
ST7,Alkorta.Aranburu2012
TIMP2,Alkorta.Aranburu2012
TMEM84,Alkorta.Aranburu2012
TNRC6B,Alkorta.Aranburu2012
TPD52L3,Alkorta.Aranburu2012
TRIM14,Alkorta.Aranburu2012
TSPAN14,Alkorta.Aranburu2012
TSPO,Alkorta.Aranburu2012
TTC27,Alkorta.Aranburu2012
TWIST1,Alkorta.Aranburu2012
UAP1,Alkorta.Aranburu2012
WDR76,Alkorta.Aranburu2012
ZNF721,Alkorta.Aranburu2012
AKAP6,Alkorta.Aranburu2012
AMPH,Alkorta.Aranburu2012
ARHGAP15,Alkorta.Aranburu2012
ATP5G2,Alkorta.Aranburu2012
BHLHB5,Alkorta.Aranburu2012
BIRC6,Alkorta.Aranburu2012
BRUNOL5,Alkorta.Aranburu2012
C10orf107,Alkorta.Aranburu2012
C1orf173,Alkorta.Aranburu2012
C6orf138,Alkorta.Aranburu2012
C6orf176,Alkorta.Aranburu2012
CAMTA1,Alkorta.Aranburu2012
CDH23,Alkorta.Aranburu2012
ChGn,Alkorta.Aranburu2012
CHODL,Alkorta.Aranburu2012
CHST13,Alkorta.Aranburu2012
CIB2,Alkorta.Aranburu2012
CNOT2,Alkorta.Aranburu2012
CNTNAP2,Alkorta.Aranburu2012
CNTNAP5,Alkorta.Aranburu2012
CORO2A,Alkorta.Aranburu2012
CPA6,Alkorta.Aranburu2012
CREB3L1,Alkorta.Aranburu2012
CSPG4,Alkorta.Aranburu2012
CTNNA2,Alkorta.Aranburu2012
CTNNA3,Alkorta.Aranburu2012
DCBLD1,Alkorta.Aranburu2012
DDX21,Alkorta.Aranburu2012
EFCAB3,Alkorta.Aranburu2012
EGFL11,Alkorta.Aranburu2012
EHD1,Alkorta.Aranburu2012
ERCC5,Alkorta.Aranburu2012
FAM3B,Alkorta.Aranburu2012
FANCC,Alkorta.Aranburu2012
FHIT,Alkorta.Aranburu2012
FLI1,Alkorta.Aranburu2012
FLJ45455,Alkorta.Aranburu2012
FLJ46481,Alkorta.Aranburu2012
FRAS1,Alkorta.Aranburu2012
GALC,Alkorta.Aranburu2012
GALR1,Alkorta.Aranburu2012
GATA4,Alkorta.Aranburu2012
GDAP1,Alkorta.Aranburu2012
GNAO1,Alkorta.Aranburu2012
GOLPH3,Alkorta.Aranburu2012
GPR158,Alkorta.Aranburu2012
GPT2,Alkorta.Aranburu2012
GRAP2,Alkorta.Aranburu2012
GRID1,Alkorta.Aranburu2012
HDAC9,Alkorta.Aranburu2012
HSD11B1,Alkorta.Aranburu2012
IL33,Alkorta.Aranburu2012
IMPAD1,Alkorta.Aranburu2012
ISX,Alkorta.Aranburu2012
ITGA9,Alkorta.Aranburu2012
KCNN2,Alkorta.Aranburu2012
KIF6,Alkorta.Aranburu2012
KLHL25,Alkorta.Aranburu2012
LCMT2,Alkorta.Aranburu2012
LIPG,Alkorta.Aranburu2012
LOC199800,Alkorta.Aranburu2012
LOC727677,Alkorta.Aranburu2012
LOC729603,Alkorta.Aranburu2012
LRFN2,Alkorta.Aranburu2012
LRIT3,Alkorta.Aranburu2012
LRRC1,Alkorta.Aranburu2012
LUZP2,Alkorta.Aranburu2012
MAN1A2,Alkorta.Aranburu2012
MFAP1,Alkorta.Aranburu2012
MMRN1,Alkorta.Aranburu2012
MSI2,Alkorta.Aranburu2012
MYO1D,Alkorta.Aranburu2012
MYO3B,Alkorta.Aranburu2012
MYT1L,Alkorta.Aranburu2012
NCF2,Alkorta.Aranburu2012
NOL8,Alkorta.Aranburu2012
NOX5,Alkorta.Aranburu2012
ODZ4,Alkorta.Aranburu2012
OR51B6,Alkorta.Aranburu2012
OSBPL10,Alkorta.Aranburu2012
OXR1,Alkorta.Aranburu2012
PARP11,Alkorta.Aranburu2012
PBX1,Alkorta.Aranburu2012
PCSK6,Alkorta.Aranburu2012
PCTK3,Alkorta.Aranburu2012
PDE1C,Alkorta.Aranburu2012
PHF15,Alkorta.Aranburu2012
PIP5K1B,Alkorta.Aranburu2012
PLAC1L,Alkorta.Aranburu2012
PLCZ1,Alkorta.Aranburu2012
PMFBP1,Alkorta.Aranburu2012
POU6F2,Alkorta.Aranburu2012
PRDM2,Alkorta.Aranburu2012
PREX1,Alkorta.Aranburu2012
PRICKLE2,Alkorta.Aranburu2012
PRKCA,Alkorta.Aranburu2012
PRPF4B,Alkorta.Aranburu2012
PRRX2,Alkorta.Aranburu2012
PSD3,Alkorta.Aranburu2012
PTER,Alkorta.Aranburu2012
PTPRD,Alkorta.Aranburu2012
RAB31,Alkorta.Aranburu2012
RAMP1,Alkorta.Aranburu2012
RAPGEF5,Alkorta.Aranburu2012
RELN,Alkorta.Aranburu2012
RIN2,Alkorta.Aranburu2012
RYR2,Alkorta.Aranburu2012
SAAL1,Alkorta.Aranburu2012
SAMD12,Alkorta.Aranburu2012
SCHIP1,Alkorta.Aranburu2012
SCML4,Alkorta.Aranburu2012
SCUBE1,Alkorta.Aranburu2012
SDK1,Alkorta.Aranburu2012
SERPINA13,Alkorta.Aranburu2012
SERPINA3,Alkorta.Aranburu2012
SH2D4B,Alkorta.Aranburu2012
SLC35F5,Alkorta.Aranburu2012
SLC44A5,Alkorta.Aranburu2012
SMTNL2,Alkorta.Aranburu2012
SNRPB,Alkorta.Aranburu2012
SOX5,Alkorta.Aranburu2012
SPAG16,Alkorta.Aranburu2012
SPIC,Alkorta.Aranburu2012
ST7OT2,Alkorta.Aranburu2012
STK32B,Alkorta.Aranburu2012
SUCLG2,Alkorta.Aranburu2012
TAF4,Alkorta.Aranburu2012
TBCA,Alkorta.Aranburu2012
TCF4,Alkorta.Aranburu2012
TINAGL1,Alkorta.Aranburu2012
TP53BP1,Alkorta.Aranburu2012
TRPM3,Alkorta.Aranburu2012
TTN,Alkorta.Aranburu2012
UHMK1,Alkorta.Aranburu2012
USP36,Alkorta.Aranburu2012
UST,Alkorta.Aranburu2012
VPS18,Alkorta.Aranburu2012
XKR6,Alkorta.Aranburu2012
YWHAQ,Alkorta.Aranburu2012
ZBTB20,Alkorta.Aranburu2012
ZFR,Alkorta.Aranburu2012
ZMIZ1,Alkorta.Aranburu2012
ZNF391,Alkorta.Aranburu2012
ZNF770,Alkorta.Aranburu2012
ELL3,Alkorta.Aranburu2012
EPPK1,Alkorta.Aranburu2012
G0S2,Alkorta.Aranburu2012
HBG2,Alkorta.Aranburu2012
hCG_1789710,Alkorta.Aranburu2012
LOC283129,Alkorta.Aranburu2012
LOC441931,Alkorta.Aranburu2012
MEN1,Alkorta.Aranburu2012
PARP10,Alkorta.Aranburu2012
PLEC1,Alkorta.Aranburu2012
PRMT1,Alkorta.Aranburu2012
RRAS,Alkorta.Aranburu2012
FRMD5,Alkorta.Aranburu2012
PRR12,Alkorta.Aranburu2012
CKMT1A,Alkorta.Aranburu2012
IRF3,Alkorta.Aranburu2012
OR51B4,Alkorta.Aranburu2012
PRRG2,Alkorta.Aranburu2012
GPHA2,Alkorta.Aranburu2012
HBE1,Alkorta.Aranburu2012
PDIA3,Alkorta.Aranburu2012
SCAF1,Alkorta.Aranburu2012
TSKS,Alkorta.Aranburu2012
AP2A1,Alkorta.Aranburu2012
BCL2L12,Alkorta.Aranburu2012
CATSPER2P1,Alkorta.Aranburu2012
CDC42BPG,Alkorta.Aranburu2012
GRINA,Alkorta.Aranburu2012
IRF6,Alkorta.Aranburu2012
MAP4K2,Alkorta.Aranburu2012
OR51B2,Alkorta.Aranburu2012
PPP1R14D,Alkorta.Aranburu2012
SCRIB,Alkorta.Aranburu2012
ZNF124,Alkorta.Aranburu2012
ATG2A,Alkorta.Aranburu2012
C1orf74,Alkorta.Aranburu2012
FLJ45717,Alkorta.Aranburu2012
NRBP2,Alkorta.Aranburu2012
OR51M1,Alkorta.Aranburu2012
PPP2R5B,Alkorta.Aranburu2012
PUF60,Alkorta.Aranburu2012
SERINC4,Alkorta.Aranburu2012
ZFYVE19,Alkorta.Aranburu2012
ZNF496,Alkorta.Aranburu2012
SPINT1,Alkorta.Aranburu2012
VN1R5,Alkorta.Aranburu2012
ARPC5,Alkorta.Aranburu2012
CFI,Alkorta.Aranburu2012
DGKZ,Alkorta.Aranburu2012
DHX38,Alkorta.Aranburu2012
DKKL1,Alkorta.Aranburu2012
hCG_38941,Alkorta.Aranburu2012
IARS,Alkorta.Aranburu2012
IMP3,Alkorta.Aranburu2012
INOC1,Alkorta.Aranburu2012
KDELC1,Alkorta.Aranburu2012
LEMD1,Alkorta.Aranburu2012
MAP1A,Alkorta.Aranburu2012
MCAT,Alkorta.Aranburu2012
MRGPRX3,Alkorta.Aranburu2012
OR51Q1,Alkorta.Aranburu2012
PTGES,Alkorta.Aranburu2012
SCLY,Alkorta.Aranburu2012
SPNS2,Alkorta.Aranburu2012
TEAD2,Alkorta.Aranburu2012
TGM6,Alkorta.Aranburu2012
TUBGCP4,Alkorta.Aranburu2012
ZSCAN29,Alkorta.Aranburu2012
ZXDC,Alkorta.Aranburu2012
ALOX15,Alkorta.Aranburu2012
BIK,Alkorta.Aranburu2012
BIVM,Alkorta.Aranburu2012
C1orf107,Alkorta.Aranburu2012
C20orf26,Alkorta.Aranburu2012
C9orf50,Alkorta.Aranburu2012
CHAC1,Alkorta.Aranburu2012
CHRM4,Alkorta.Aranburu2012
CKMT1B,Alkorta.Aranburu2012
CTSB,Alkorta.Aranburu2012
FAM83F,Alkorta.Aranburu2012
GNA15,Alkorta.Aranburu2012
HBBP1,Alkorta.Aranburu2012
KIAA1279,Alkorta.Aranburu2012
LOC283856,Alkorta.Aranburu2012
LOC284578,Alkorta.Aranburu2012
LRRFIP1,Alkorta.Aranburu2012
LSM14B,Alkorta.Aranburu2012
MX1,Alkorta.Aranburu2012
NANS,Alkorta.Aranburu2012
NOLA1,Alkorta.Aranburu2012
OMD,Alkorta.Aranburu2012
RGL1,Alkorta.Aranburu2012
SERGEF,Alkorta.Aranburu2012
SH2D1B,Alkorta.Aranburu2012
SH3PX3,Alkorta.Aranburu2012
SLC22A1,Alkorta.Aranburu2012
STRC,Alkorta.Aranburu2012
TBC1D2B,Alkorta.Aranburu2012
TR2IT1,Alkorta.Aranburu2012
TXNL4B,Alkorta.Aranburu2012
ZNF204,Alkorta.Aranburu2012
ZNF343,Alkorta.Aranburu2012
ABCA11,Alkorta.Aranburu2012
ACSBG1,Alkorta.Aranburu2012
AMBRA1,Alkorta.Aranburu2012
AMFR,Alkorta.Aranburu2012
ASB6,Alkorta.Aranburu2012
BACE2,Alkorta.Aranburu2012
C6orf201,Alkorta.Aranburu2012
CALCOCO1,Alkorta.Aranburu2012
CRNKL1,Alkorta.Aranburu2012
DLL4,Alkorta.Aranburu2012
DNAJA2,Alkorta.Aranburu2012
EGF,Alkorta.Aranburu2012
ENTHD1,Alkorta.Aranburu2012
FDFT1,Alkorta.Aranburu2012
FLJ13137,Alkorta.Aranburu2012
FOXO1,Alkorta.Aranburu2012
GLCE,Alkorta.Aranburu2012
HBG1,Alkorta.Aranburu2012
hCG_1787519,Alkorta.Aranburu2012
HPR,Alkorta.Aranburu2012
JAKMIP1,Alkorta.Aranburu2012
LOC121952,Alkorta.Aranburu2012
LOC284551,Alkorta.Aranburu2012
LOC401463,Alkorta.Aranburu2012
MFSD4,Alkorta.Aranburu2012
MS4A3,Alkorta.Aranburu2012
MYBBP1A,Alkorta.Aranburu2012
NCLN,Alkorta.Aranburu2012
NUS1,Alkorta.Aranburu2012
ODF3L1,Alkorta.Aranburu2012
OGN,Alkorta.Aranburu2012
PDZD2,Alkorta.Aranburu2012
PSCD1,Alkorta.Aranburu2012
PSMD11,Alkorta.Aranburu2012
RPL23AP7,Alkorta.Aranburu2012
SEC24A,Alkorta.Aranburu2012
SLC22A2,Alkorta.Aranburu2012
SMG7,Alkorta.Aranburu2012
SS18L1,Alkorta.Aranburu2012
TBC1D2,Alkorta.Aranburu2012
TMC2,Alkorta.Aranburu2012
TPH1,Alkorta.Aranburu2012
TRAF3IP3,Alkorta.Aranburu2012
TTLL12,Alkorta.Aranburu2012
TYW3,Alkorta.Aranburu2012
UBE2F,Alkorta.Aranburu2012
UROC1,Alkorta.Aranburu2012
VPS26A,Alkorta.Aranburu2012
VPS41,Alkorta.Aranburu2012
ZNF184,Alkorta.Aranburu2012
OR51I1,Alkorta.Aranburu2012
PELP1,Alkorta.Aranburu2012
PTH2,Alkorta.Aranburu2012
SAA3P,Alkorta.Aranburu2012
SNORA84,Alkorta.Aranburu2012
TGM7,Alkorta.Aranburu2012
TGM5,Alkorta.Aranburu2012
RFX1,Alkorta.Aranburu2012
LOC90379,Alkorta.Aranburu2012
RPS6KB2,Alkorta.Aranburu2012
KIAA1394,Alkorta.Aranburu2012
