gene_symbol,occurrence,studies
NPEPPS,4,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Sheinfeldt2012;yulist2
PDK3,4,Eichstaedt2014apriorilist;Eichstaedt2015apriori;yulist2;Ortiz.Barahona2010HRElocations
RGCC,4,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Witt2019;yulist2
SFRP1,4,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Huerta.sanchez2013hypoxgeneset;yulist2
SLC29A1,4,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Halllist1;yulist2
TWIST1,4,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Alkorta.Aranburu2012;yulist2
UBC,4,Eichstaedt2014apriorilist;Eichstaedt2015apriori;yulist1;yulist2
KCNMB1,4,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Sheinfeldt2012;yulist2
PDE3B,4,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Sheinfeldt2012;Arciero2018
CDK2,4,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Witt2019;Gou2014
ETS1,4,Eichstaedt2014apriorilist;Eichstaedt2015apriori;yulist1;yulist2
HGF,4,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Alkorta.Aranburu2012;Witt2019
VCAM1,4,Eichstaedt2014;Huerta.sanchez2013hypoxgeneset;yulist1;yulist2
ULBP1,4,Eichstaedt2014;Sheinfeldt2012;yulist1;Bigham2014diffexprgenes
GRID1,4,Alkorta.Aranburu2012;Sheinfeldt2012;Arciero2018;Witt2019
CBARA1,4,Sheinfeldt2012;Witt2019;halllist2;Moore2017
STUB1,4,Sheinfeldt2012;yulist1;Gou2014;yulist2
TNS1,4,Sheinfeldt2012;Artigas2015;Arciero2018;Ortiz.Barahona2010HRElocations
DRD2,4,Sheinfeldt2012;Arciero2018;yulist1;yulist2
TLR2,4,Sheinfeldt2012;Huerta.sanchez2013hypoxgeneset;yulist1;yulist2
LDHA,4,Sheinfeldt2012;Halllist1;yulist2;Ortiz.Barahona2010HRElocations
PSMA1,4,Sheinfeldt2012;Arciero2018;yulist2;Ortiz.Barahona2010HRElocations
PAFAH1B3,4,Udpa204;Halllist1;halllist2;Moore2017
LIPE,4,Udpa204;Halllist1;halllist2;Moore2017
MTHFR,4,O.Brien2019;Yang2017;Witt2019;yulist2
ATP1A1,3,Bigham2009;Bigham2010;Bigham2014canidatelist
ELF2,3,Bigham2009;Bigham2010;Bigham2014canidatelist
FRAP1,3,Bigham2009;Simonson2010apriorilist;Bigham2010
IGFBP1,3,Bigham2009;Bigham2010;Bigham2014canidatelist
IL1A,3,Bigham2009;Bigham2010;Bigham2014canidatelist
KCNK2,3,Bigham2009;Arciero2018;yulist2
LDB2,3,Bigham2009;Sheinfeldt2012;Artigas2015
NOS2A,3,Bigham2009;Bigham2010;O.Brien2019
PTPRD,3,Bigham2009;Alkorta.Aranburu2012;Sheinfeldt2012
PTPRM,3,Bigham2009;Sheinfeldt2012;Arciero2018
AK4,3,Eichstaedt2017;yulist1;yulist2
ANKRD13D,3,Eichstaedt2017;Eichstaedt2014;Alkorta.Aranburu2012
ARID1B,3,Eichstaedt2017;Zhou2013;Eichstaedt2014
COL21A1,3,Eichstaedt2017;Zhou2013;Simonson2010
EEA1,3,Eichstaedt2017;Hu2017;Bigham2014diffexprgenes
GUCY1A2,3,Eichstaedt2017;Eichstaedt2014apriorilist;Eichstaedt2015apriori
ITPKB,3,Eichstaedt2017;Zhou2013;Simonson2010
STXBP5L,3,Eichstaedt2017;Arciero2018;Clemente2014
SYT12,3,Eichstaedt2017;Eichstaedt2014;Alkorta.Aranburu2012
ZDHHC14,3,Eichstaedt2017;Peng2010;Eichstaedt2014
MUC17,3,Eichstaedt2017;Eichstaedt2014;Eichstaedt2015
NRXN2,3,Eichstaedt2017;Eichstaedt2014;Ortiz.Barahona2010HRElocations
RPS6KB2,3,Eichstaedt2017;Eichstaedt2014;Alkorta.Aranburu2012
SUV420H1,3,Eichstaedt2017;Eichstaedt2014;Clemente2014
YDJC,3,Eichstaedt2017;Sheinfeldt2012;Clemente2014
CDC42BPG,3,Eichstaedt2017;Eichstaedt2014;Alkorta.Aranburu2012
CLCF1,3,Eichstaedt2017;Eichstaedt2014;Alkorta.Aranburu2012
UBE2L3,3,Eichstaedt2017;Sheinfeldt2012;Clemente2014
POLD4,3,Eichstaedt2017;Eichstaedt2014;Alkorta.Aranburu2012
SDF2L1,3,Eichstaedt2017;Sheinfeldt2012;Clemente2014
TBC1D10C,3,Eichstaedt2017;Eichstaedt2014;Alkorta.Aranburu2012
CARNS1,3,Eichstaedt2017;Eichstaedt2014;Li2018
CORO1B,3,Eichstaedt2017;Alkorta.Aranburu2012;Moore2017
AP1S1,3,Eichstaedt2017;Eichstaedt2014;Eichstaedt2015
CCDC116,3,Eichstaedt2017;Sheinfeldt2012;Clemente2014
IL17A,3,Eichstaedt2017;Simonson2010;Eichstaedt2014
MEN1,3,Eichstaedt2017;Eichstaedt2014;Alkorta.Aranburu2012
PSMA3,3,Eichstaedt2017;yulist2;Clemente2014
MAP4K2,3,Eichstaedt2017;Eichstaedt2014;Alkorta.Aranburu2012
MUC12,3,Eichstaedt2017;Eichstaedt2014;Eichstaedt2015
PPP1CA,3,Eichstaedt2017;Eichstaedt2014;Alkorta.Aranburu2012
ATXN2L,3,Zhou2013;Eichstaedt2014;Sheinfeldt2012
CEP70,3,Zhou2013;Sheinfeldt2012;Bigham2014diffexprgenes
DDX60,3,Zhou2013;Sheinfeldt2012;Udpa204
EYS,3,Zhou2013;Eichstaedt2014;Sheinfeldt2012
HAGH,3,Zhou2013;Simonson2010;Sheinfeldt2012
HLA-DRA,3,Zhou2013;Alkorta.Aranburu2012;Moore2017
ITSN2,3,Zhou2013;Udpa204;Li2018
MAGI3,3,Zhou2013;Sheinfeldt2012;Udpa204
MTA3,3,Zhou2013;Sheinfeldt2012;Udpa204
OR4C3,3,Zhou2013;Sheinfeldt2012;Hu2017
PDE4DIP,3,Zhou2013;Hu2017;Clemente2014
RHAG,3,Zhou2013;Eichstaedt2014;Clemente2014
ROR1,3,Zhou2013;Sheinfeldt2012;Ortiz.Barahona2010HRElocations
SCMH1,3,Zhou2013;Udpa204;Gou2014
SENP1,3,Zhou2013;Halllist1;halllist2
SGCD,3,Zhou2013;Udpa204;Arciero2018
SYNJ2,3,Zhou2013;Eichstaedt2014;Sheinfeldt2012
UNKL,3,Zhou2013;Simonson2010;Gou2014
UTRN,3,Zhou2013;Simonson2010;Alkorta.Aranburu2012
VPS13B,3,Zhou2013;Sheinfeldt2012;Udpa204
VPS35,3,Zhou2013;Sheinfeldt2012;Udpa204
ZFYVE16,3,Zhou2013;Artigas2015;Bigham2014diffexprgenes
CSPP1,3,Zhou2013;Simonson2010;Sheinfeldt2012
DUOX1,3,Zhou2013;Eichstaedt2014apriorilist;Eichstaedt2015apriori
HLA-DQA1,3,Zhou2013;Simonson2010;Udpa204
RABEP2,3,Zhou2013;Eichstaedt2014;Sheinfeldt2012
ATP2A1,3,Zhou2013;Eichstaedt2014;Sheinfeldt2012
ESYT3,3,Zhou2013;Sheinfeldt2012;Witt2019
HLA-DRB6,3,Zhou2013;Simonson2010;Alkorta.Aranburu2012
MYLK3,3,Zhou2013;Sheinfeldt2012;Udpa204
RHOA,3,Zhou2013;Huerta.sanchez2013hypoxgeneset;yulist2
C12orf54,3,Zhou2013;Eichstaedt2014;Arciero2018
C6orf138,3,Zhou2013;Simonson2010;Alkorta.Aranburu2012
CRISP2,3,Zhou2013;Eichstaedt2014;Clemente2014
DNAJA2,3,Zhou2013;Alkorta.Aranburu2012;Sheinfeldt2012
HLA-DRB5,3,Zhou2013;Simonson2010;Alkorta.Aranburu2012
ORC6,3,Zhou2013;Sheinfeldt2012;Udpa204
PFKM,3,Zhou2013;Simonson2010;Witt2019
SLFNL1,3,Zhou2013;Udpa204;Gou2014
TUFM,3,Zhou2013;Eichstaedt2014;Sheinfeldt2012
C1orf124,3,Yi2010;Simonson2010;Peng2010
DISC1,3,Yi2010;Simonson2010;Arciero2018
ACTN4,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
ADA,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
ADIPOQ,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
AKT2,3,Simonson2010apriorilist;yulist2;Ortiz.Barahona2010HRElocations
ANG,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
ANGPT1,3,Simonson2010apriorilist;Halllist1;Moore2017
CAMK2D,3,Simonson2010apriorilist;Simonson2010;Witt2019
CAPN2,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
CD38,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
CHRNB2,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
CLDN3,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
CYP1A1,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
ENG,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;Halllist1
GCH1,3,Simonson2010apriorilist;Peng2010;O.Brien2019
HBD,3,Simonson2010apriorilist;Simonson2010;Bigham2010
LONP1,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
MMP14,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
NF1,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
NOX4,3,Simonson2010apriorilist;Simonson2010;yulist2
NPPC,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
NR4A2,3,Simonson2010apriorilist;Huerta.sanchez2013;yulist2
PDGFA,3,Simonson2010apriorilist;Bigham2010;Huerta.sanchez2013hypoxgeneset
PDLIM1,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
PIK3C2A,3,Simonson2010apriorilist;Halllist1;yulist2
PIK3C2B,3,Simonson2010apriorilist;Sheinfeldt2012;yulist2
PIK3CD,3,Simonson2010apriorilist;Sheinfeldt2012;yulist2
PIK3R1,3,Simonson2010apriorilist;Peng2010;yulist2
PIK3R3,3,Simonson2010apriorilist;yulist1;yulist2
PLAU,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
PML,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
PSEN2,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
PTK2B,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
SCNN1B,3,Simonson2010apriorilist;Sheinfeldt2012;Huerta.sanchez2013hypoxgeneset
SLC11A2,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
SMAD4,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
TFRC,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;Witt2019
TGFB3,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
TGFBR1,3,Simonson2010apriorilist;Sheinfeldt2012;Huerta.sanchez2013hypoxgeneset
TRH,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
TXN,3,Simonson2010apriorilist;yulist1;yulist2
USF1,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
VLDLR,3,Simonson2010apriorilist;Sheinfeldt2012;Huerta.sanchez2013hypoxgeneset
XRCC1,3,Simonson2010apriorilist;Huerta.sanchez2013hypoxgeneset;yulist2
CDH23,3,Simonson2010;Alkorta.Aranburu2012;Sheinfeldt2012
OR51B4,3,Simonson2010;Alkorta.Aranburu2012;Gou2014
TRIM67,3,Simonson2010;Peng2010;Arciero2018
ADAMTS9,3,Simonson2010;Sheinfeldt2012;Halllist1
BIRC6,3,Simonson2010;Alkorta.Aranburu2012;Sheinfeldt2012
HSDL2,3,Simonson2010;Sheinfeldt2012;Udpa204
NELL1,3,Simonson2010;Sheinfeldt2012;Arciero2018
PRMT3,3,Simonson2010;Sheinfeldt2012;Bigham2014diffexprgenes
RHOB,3,Simonson2010;Eichstaedt2014apriorilist;Eichstaedt2015apriori
RYBP,3,Simonson2010;Sheinfeldt2012;Ortiz.Barahona2010HRElocations
TBC1D1,3,Simonson2010;Peng2010;Sheinfeldt2012
TCF4,3,Simonson2010;Peng2010;Alkorta.Aranburu2012
TELO2,3,Simonson2010;Sheinfeldt2012;Gou2014
WWOX,3,Simonson2010;Sheinfeldt2012;Arciero2018
ZNF638,3,Simonson2010;Peng2010;Bigham2014diffexprgenes
C21orf34,3,Simonson2010;Sheinfeldt2012;Udpa204
PCDH15,3,Simonson2010;Sheinfeldt2012;Arciero2018
PPARG,3,Simonson2010;yulist1;halllist2
SOX5,3,Simonson2010;Alkorta.Aranburu2012;Arciero2018
SV2B,3,Simonson2010;Sheinfeldt2012;Clemente2014
NEB,3,Simonson2010;Sheinfeldt2012;Arciero2018
OGN,3,Simonson2010;Alkorta.Aranburu2012;Sheinfeldt2012
PHF20,3,Simonson2010;Sheinfeldt2012;Ortiz.Barahona2010HRElocations
TAF1L,3,Simonson2010;Peng2010;Sheinfeldt2012
UCN2,3,Simonson2010;Eichstaedt2014apriorilist;Eichstaedt2015apriori
YTHDC2,3,Simonson2010;Sheinfeldt2012;Gou2014
CADM3,3,Simonson2010;Alkorta.Aranburu2012;Sheinfeldt2012
CNNM2,3,Simonson2010;Eichstaedt2014;Clemente2014
HBG1,3,Simonson2010;Bigham2010;Alkorta.Aranburu2012
OR51B5,3,Simonson2010;Alkorta.Aranburu2012;Gou2014
KEL,3,Simonson2010;Sheinfeldt2012;Udpa204
CENPP,3,Simonson2010;Alkorta.Aranburu2012;Sheinfeldt2012
OR51B6,3,Simonson2010;Alkorta.Aranburu2012;Gou2014
SND1,3,Simonson2010;Sheinfeldt2012;Gou2014
RANGAP1,3,Peng2010;Eichstaedt2014;Ortiz.Barahona2010HRElocations
TEF,3,Peng2010;Eichstaedt2014;Ortiz.Barahona2010HRElocations
FAM109A,3,Peng2010;Bigham2010;Sheinfeldt2012
SH2B3,3,Peng2010;Bigham2010;Sheinfeldt2012
ATXN2,3,Peng2010;Bigham2010;Sheinfeldt2012
MAPKAPK2,3,Peng2010;Alkorta.Aranburu2012;Moore2017
PIP5K1B,3,Peng2010;Alkorta.Aranburu2012;Arciero2018
PIGF,3,Peng2010;Arciero2018;Bigham2014diffexprgenes
CRIPT,3,Peng2010;Artigas2015;Arciero2018
CUX2,3,Bigham2010;Sheinfeldt2012;Udpa204
TMEM116,3,Bigham2010;Sheinfeldt2012;Clemente2014
TERT,3,Bigham2010;yulist1;yulist2
POLR2A,3,Bigham2010;Eichstaedt2014;Bigham2014canidatelist
AGT,3,Bigham2010;Eichstaedt2014apriorilist;Eichstaedt2015apriori
AGTRAP,3,Bigham2010;Eichstaedt2014;yulist2
REN,3,Bigham2010;Eichstaedt2014apriorilist;Eichstaedt2015apriori
ATP6AP2,3,Bigham2010;Eichstaedt2014apriorilist;Eichstaedt2015apriori
ZHX2,3,Bigham2010;Sheinfeldt2012;Arciero2018
KLF2,3,Bigham2010;Eichstaedt2014apriorilist;Eichstaedt2015apriori
ABCA13,3,Bigham2010;Hu2017;Gou2014
ANKRD1,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;yulist2
BBC3,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Ortiz.Barahona2010HRElocations
BMP7,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;yulist2
FMN2,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;yulist2
IRAK1,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;yulist2
IREB2,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Gou2014
MGARP,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;yulist2
NKX3-1,3,Eichstaedt2014apriorilist;yulist1;yulist2
PLK3,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;yulist2
PMAIP1,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;yulist2
PTGS2,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;yulist2
RPS27A,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;yulist2
S100B,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;yulist2
TCEB2,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Gou2014
UBA52,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;yulist2
UBE2D1,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Halllist1
UBE2D3,3,Eichstaedt2014apriorilist;Eichstaedt2014;Eichstaedt2015apriori
KCNMB2,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Sheinfeldt2012
KCNMB4,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Alkorta.Aranburu2012
PDE2A,3,Eichstaedt2014apriorilist;Eichstaedt2014;Eichstaedt2015apriori
PDE3A,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Sheinfeldt2012
PDE6A,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Arciero2018
PDE6B,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Sheinfeldt2012
PDE9A,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Alkorta.Aranburu2012
AGAP3,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Arciero2018
ANXA1,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Sheinfeldt2012
APOA4,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Sheinfeldt2012
ATP7A,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;yulist2
CAT,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;yulist2
CCS,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Clemente2014
CST3,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Huerta.sanchez2013hypoxgeneset
FANCC,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Alkorta.Aranburu2012
FER,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Sheinfeldt2012
GPX3,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Sheinfeldt2012
HP,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Alkorta.Aranburu2012
LCN2,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Sheinfeldt2012
NFE2L2,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;yulist2
PLEKHA1,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Sheinfeldt2012
PRDX6,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Sheinfeldt2012
PXDNL,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Udpa204
PXN,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Ortiz.Barahona2010HRElocations
ROMO1,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Sheinfeldt2012
SFTPC,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Sheinfeldt2012
TNFAIP3,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Ortiz.Barahona2010HRElocations
MME,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Sheinfeldt2012
FIGF,3,Eichstaedt2014apriorilist;Eichstaedt2015apriori;Halllist1
PLXNA4,3,Eichstaedt2014;Sheinfeldt2012;Witt2019
MX2,3,Eichstaedt2014;Alkorta.Aranburu2012;Sheinfeldt2012
DDR1,3,Eichstaedt2014;Sheinfeldt2012;Ortiz.Barahona2010HRElocations
FBXL7,3,Eichstaedt2014;Sheinfeldt2012;Udpa204
PINX1,3,Eichstaedt2014;Sheinfeldt2012;Ortiz.Barahona2010HRElocations
PSME1,3,Eichstaedt2014;yulist1;yulist2
EMP2,3,Eichstaedt2014;Sheinfeldt2012;Artigas2015
TEKT5,3,Eichstaedt2014;Sheinfeldt2012;Artigas2015
PTN,3,Eichstaedt2014;yulist1;yulist2
TSHZ3,3,Eichstaedt2014;Sheinfeldt2012;Bigham2014diffexprgenes
ELTD1,3,Eichstaedt2014;Halllist1;Moore2017
PKD2,3,Eichstaedt2015apriori;Sheinfeldt2012;Arciero2018
PIGG,3,Alkorta.Aranburu2012;Sheinfeldt2012;Udpa204
ZNF721,3,Alkorta.Aranburu2012;Sheinfeldt2012;Udpa204
CTNNA2,3,Alkorta.Aranburu2012;Sheinfeldt2012;Clemente2014
MSI2,3,Alkorta.Aranburu2012;Sheinfeldt2012;Arciero2018
OSBPL10,3,Alkorta.Aranburu2012;Sheinfeldt2012;Clemente2014
PREX1,3,Alkorta.Aranburu2012;Udpa204;Arciero2018
PSD3,3,Alkorta.Aranburu2012;Sheinfeldt2012;Ortiz.Barahona2010HRElocations
SPAG16,3,Alkorta.Aranburu2012;Sheinfeldt2012;Clemente2014
MAP1A,3,Alkorta.Aranburu2012;Sheinfeldt2012;Ortiz.Barahona2010HRElocations
C20orf26,3,Alkorta.Aranburu2012;Udpa204;Gou2014
SERGEF,3,Alkorta.Aranburu2012;Sheinfeldt2012;Ortiz.Barahona2010HRElocations
PSMD11,3,Alkorta.Aranburu2012;yulist1;yulist2
CUL3,3,Alkorta.Aranburu2012;Moore2017;Ortiz.Barahona2010HRElocations
KCTD12,3,Alkorta.Aranburu2012;Witt2019;Moore2017
SPSB4,3,Alkorta.Aranburu2012;Sheinfeldt2012;Arciero2018
KIF1C,3,Sheinfeldt2012;Witt2019;Gou2014
ZNF598,3,Sheinfeldt2012;Huerta.sanchez2013;Gou2014
ITGA11,3,Sheinfeldt2012;Bigham2014diffexprgenes;Clemente2014
OR2L13,3,Sheinfeldt2012;Udpa204;Arciero2018
PIN1,3,Sheinfeldt2012;yulist1;yulist2
STON1-GTF2A1L,3,Sheinfeldt2012;Udpa204;Arciero2018
PLD5,3,Sheinfeldt2012;Udpa204;Ortiz.Barahona2010HRElocations
PYCR1,3,Sheinfeldt2012;Hu2017;Gou2014
STRA13,3,Sheinfeldt2012;Huerta.sanchez2013;Gou2014
LRRC45,3,Sheinfeldt2012;Huerta.sanchez2013;Gou2014
CCDC146,3,Sheinfeldt2012;Udpa204;Arciero2018
DTNA,3,Sheinfeldt2012;Udpa204;Ortiz.Barahona2010HRElocations
PINK1,3,Sheinfeldt2012;Halllist1;yulist2
DOCK3,3,Sheinfeldt2012;Udpa204;Clemente2014
SMURF2,3,Sheinfeldt2012;Huerta.sanchez2013;Witt2019
NEK7,3,Sheinfeldt2012;Arciero2018;Yang2017
PCOLCE2,3,Sheinfeldt2012;Arciero2018;Ortiz.Barahona2010HRElocations
P4HA1,3,Sheinfeldt2012;Bigham2014diffexprgenes;Ortiz.Barahona2010HRElocations
CARD16,3,Huerta.sanchez2013;yulist1;yulist2
ANGPT2,3,Huerta.sanchez2013hypoxgeneset;yulist1;yulist2
INSIG2,3,Artigas2015;Bigham2014diffexprgenes;Ortiz.Barahona2010HRElocations
KCNS3,3,Artigas2015;Arciero2018;Ortiz.Barahona2010HRElocations
HLA-DPB1,3,Arciero2018;Witt2019;Halllist1
COL4A4,3,Arciero2018;Witt2019;Halllist1
COL11A2,3,Arciero2018;Hu2017;Ortiz.Barahona2010HRElocations
PPARGC1A,3,Arciero2018;yulist1;yulist2
SEMA5A,3,Arciero2018;Clemente2014;Ortiz.Barahona2010HRElocations
SRF,3,yulist1;Halllist1;yulist2
PSMB1,3,yulist1;Bigham2014diffexprgenes;yulist2
CDKN1B,3,yulist1;yulist2;Ortiz.Barahona2010HRElocations
VASN,3,yulist1;Halllist1;yulist2
HK2,3,yulist1;yulist2;Ortiz.Barahona2010HRElocations
CYBA,3,yulist1;Bigham2014diffexprgenes;yulist2
BNIP3L,3,yulist1;yulist2;Ortiz.Barahona2010HRElocations
SIRT7,3,Witt2019;Gou2014;Halllist1
ADAMTSL1,2,Bigham2009;Sheinfeldt2012
CHST11,2,Bigham2009;Sheinfeldt2012
ERBB4,2,Bigham2009;Sheinfeldt2012
ERG,2,Bigham2009;Simonson2010
F13A1,2,Bigham2009;Sheinfeldt2012
FAM107B,2,Bigham2009;Ortiz.Barahona2010HRElocations
FCHO2,2,Bigham2009;Clemente2014
GNA15,2,Bigham2009;Alkorta.Aranburu2012
KCNK10,2,Bigham2009;Sheinfeldt2012
LDLRAD3,2,Bigham2009;Sheinfeldt2012
MPRIP,2,Bigham2009;Sheinfeldt2012
OLAH,2,Bigham2009;Sheinfeldt2012
PPP2R5C,2,Bigham2009;Sheinfeldt2012
PSMD13,2,Bigham2009;yulist2
RBM47,2,Bigham2009;Arciero2018
VAV2,2,Bigham2009;Sheinfeldt2012
VEGF,2,Bigham2009;Halllist1
AKAP6,2,Eichstaedt2017;Alkorta.Aranburu2012
AL132989.1,2,Eichstaedt2017;Clemente2014
APOH,2,Eichstaedt2017;Alkorta.Aranburu2012
ARID4A,2,Eichstaedt2017;Clemente2014
ATG2B,2,Eichstaedt2017;Eichstaedt2014
CCDC101,2,Eichstaedt2017;Clemente2014
CHCHD3,2,Eichstaedt2017;Sheinfeldt2012
CLIC4,2,Eichstaedt2017;Simonson2010
DARS,2,Eichstaedt2017;Ortiz.Barahona2010HRElocations
DNAJC4,2,Eichstaedt2017;Eichstaedt2014
EIF3CL,2,Eichstaedt2017;Clemente2014
GDF2,2,Eichstaedt2017;Hu2017
HIC2,2,Eichstaedt2017;Clemente2014
HLA-A,2,Eichstaedt2017;Sheinfeldt2012
IL17F,2,Eichstaedt2017;Eichstaedt2014
IMPG1,2,Eichstaedt2017;Artigas2015
INADL,2,Eichstaedt2017;Sheinfeldt2012
KHDRBS2,2,Eichstaedt2017;Sheinfeldt2012
KIAA0319L,2,Eichstaedt2017;Sheinfeldt2012
KIAA0586,2,Eichstaedt2017;Udpa204
KYNU,2,Eichstaedt2017;Sheinfeldt2012
MEGF6,2,Eichstaedt2017;Ortiz.Barahona2010HRElocations
MRPS27,2,Eichstaedt2017;Sheinfeldt2012
OSBPL1A,2,Eichstaedt2017;Sheinfeldt2012
PAQR8,2,Eichstaedt2017;Arciero2018
POTEF,2,Eichstaedt2017;Clemente2014
PPIE,2,Eichstaedt2017;Sheinfeldt2012
PRKCH,2,Eichstaedt2017;Sheinfeldt2012
PSMD5,2,Eichstaedt2017;yulist2
RASGRP2,2,Eichstaedt2017;Eichstaedt2014
RBBP8,2,Eichstaedt2017;Sheinfeldt2012
ROBO2,2,Eichstaedt2017;Sheinfeldt2012
SFN,2,Eichstaedt2017;Sheinfeldt2012
SLC22A12,2,Eichstaedt2017;Eichstaedt2014
SNX15,2,Eichstaedt2017;Eichstaedt2014
THRAP3,2,Eichstaedt2017;Gou2014
TRMT112,2,Eichstaedt2017;Eichstaedt2014
TRNP1,2,Eichstaedt2017;Sheinfeldt2012
XPO1,2,Eichstaedt2017;Sheinfeldt2012
ZEB2,2,Eichstaedt2017;Simonson2010
ZMYM6NB,2,Eichstaedt2017;Sheinfeldt2012
ZNF747,2,Eichstaedt2017;Sheinfeldt2012
BMP8B,2,Eichstaedt2017;Sheinfeldt2012
C14orf37,2,Eichstaedt2017;Clemente2014
FAM46B,2,Eichstaedt2017;Sheinfeldt2012
GPHA2,2,Eichstaedt2017;Alkorta.Aranburu2012
MACROD1,2,Eichstaedt2017;Eichstaedt2014
NUPR1,2,Eichstaedt2017;Clemente2014
RHOD,2,Eichstaedt2017;Alkorta.Aranburu2012
SH3D21,2,Eichstaedt2017;Gou2014
SLC22A11,2,Eichstaedt2017;Eichstaedt2014
SULT1A2,2,Eichstaedt2017;Hu2017
ZNF48,2,Eichstaedt2017;Sheinfeldt2012
ACTR10,2,Eichstaedt2017;Clemente2014
